	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Adm	5.03E-10	0.963043976	0.495	0.417	1.01E-06	2	Adm
Acvrl1	1.24E-09	0.626260488	0.519	0.503	2.48E-06	2	Acvrl1
Sdc4	4.46E-09	0.637897348	0.67	0.615	8.91E-06	2	Sdc4
Ifit2	5.14E-09	0.846081749	0.316	0.26	1.03E-05	2	Ifit2
Phospho1	5.73E-09	0.534577768	0.41	0.351	1.15E-05	2	Phospho1
Plk2	5.93E-09	0.625818203	0.425	0.371	1.19E-05	2	Plk2
Cxcl16	8.72E-09	0.621587985	0.689	0.737	1.74E-05	2	Cxcl16
Agpat5	1.03E-08	0.559748819	0.495	0.484	2.05E-05	2	Agpat5
Odc1	1.54E-08	0.619014456	0.538	0.495	3.08E-05	2	Odc1
Creld2	2.15E-08	0.98276541	0.476	0.435	4.30E-05	2	Creld2
Cd274	2.90E-08	0.430267865	0.377	0.327	5.80E-05	2	Cd274
Tuba1b	3.71E-08	0.350484926	0.807	0.863	7.41E-05	2	Tuba1b
Tubb6	7.59E-08	0.48560004	0.571	0.558	0.000151708	2	Tubb6
Syce2	1.25E-07	0.256673286	0.354	0.341	0.000250533	2	Syce2
Serpine21	1.75E-07	0.4099578	0.835	0.876	0.000349866	2	Serpine2
Rassf1	3.14E-07	0.778384439	0.642	0.672	0.000628539	2	Rassf1
Ddit4	3.74E-07	1.489406953	0.491	0.475	0.000748108	2	Ddit4
Gbe1	4.11E-07	0.39947112	0.41	0.409	0.000821656	2	Gbe1
Vat1	7.33E-07	0.517105446	0.349	0.317	0.001466173	2	Vat1
Ifnb1	7.51E-07	0.825538042	0.127	0.392	0.001502915	2	Ifnb1
Dstn	7.67E-07	0.279862427	0.637	0.591	0.001533357	2	Dstn
Adam8	8.28E-07	0.308110012	0.307	0.278	0.001655609	2	Adam8
H2-K1	1.75E-06	0.256498041	0.887	0.906	0.003495084	2	H2-K1
Ccdc134	2.00E-06	0.700218936	0.472	0.456	0.004002307	2	Ccdc134
Gde1	2.18E-06	0.540684702	0.637	0.695	0.004369559	2	Gde1
Oasl1	4.67E-06	0.390885399	0.255	0.477	0.009331833	2	Oasl1
Gm42418	5.09E-06	0.457034245	0.986	0.992	0.010171035	2	Gm42418
Hist1h1c	5.70E-06	0.514583451	0.42	0.412	0.011402307	2	Hist1h1c
Hacd1	7.27E-06	0.503581482	0.462	0.495	0.01454282	2	Hacd1
Ifih1	1.05E-05	0.275219783	0.231	0.256	0.020969989	2	Ifih1
Fabp31	1.22E-05	0.258906962	0.203	0.453	0.024367005	2	Fabp3
Lat	2.01E-05	0.334810027	0.142	0.265	0.040260063	2	Lat
Isg20	2.23E-05	0.27233888	0.146	0.374	0.044697928	2	Isg20
Rgs1	0.000101867	0.266029604	0.514	0.505	0.203733381	2	Rgs1
Gpnmb	0.000112516	0.801371443	0.429	0.466	0.225032933	2	Gpnmb
P4ha1	0.00013306	0.342260009	0.495	0.498	0.26611975	2	P4ha1
Serpine1	0.000136845	0.719021507	0.443	0.466	0.273689627	2	Serpine1
Ier31	0.000183651	1.140908015	0.741	0.848	0.367301329	2	Ier3
Ftl1-ps1	0.000230497	0.2544329	0.679	0.731	0.460994344	2	Ftl1-ps1
Emp3	0.000247764	0.450957626	0.66	0.708	0.495527855	2	Emp3
Tiparp	0.000259895	0.51169046	0.467	0.474	0.519789583	2	Tiparp
Phf11d	0.000474211	0.458811662	0.392	0.411	0.948421811	2	Phf11d
Guca1a	0.000580074	0.607272237	0.42	0.469	1	2	Guca1a
Ifit3	0.000621596	0.898672562	0.335	0.515	1	2	Ifit3
Hsp90b1	0.000746201	0.536645088	0.665	0.881	1	2	Hsp90b1
Hyou1	0.000780261	0.277485735	0.236	0.441	1	2	Hyou1
Ppp1r15a1	0.000811487	0.29926141	0.566	0.813	1	2	Ppp1r15a
Hspa5	0.000883037	0.593910366	0.632	0.848	1	2	Hspa5
Acod1	0.000904327	0.950350608	0.392	0.394	1	2	Acod1
Hspb1	0.002610819	0.550791751	0.316	0.335	1	2	Hspb1
Ifit1	0.0026633	0.93759335	0.198	0.293	1	2	Ifit1
Ccl41	0.003040122	0.459391092	0.811	0.776	1	2	Ccl4
Pdia4	0.003557022	0.52445616	0.458	0.505	1	2	Pdia4
Ccl5	0.004200875	1.871742238	0.316	0.328	1	2	Ccl5
Cxcl10	0.004204178	1.460183163	0.481	0.532	1	2	Cxcl10
Pfkfb3	0.005771587	0.378964266	0.519	0.569	1	2	Pfkfb3
Cxcl1	0.009022109	0.284889265	0.198	0.367	1	2	Cxcl1
Usp18	0.009513079	0.298024209	0.283	0.438	1	2	Usp18
Ly6d	2.20E-268	3.703284594	1	0.052	4.40E-265	3	Ly6d
Vpreb3	5.10E-268	3.057740102	1	0.051	1.02E-264	3	Vpreb3
Gfra1	3.25E-245	0.347678608	0.918	0.049	6.51E-242	3	Gfra1
Agbl1	3.76E-243	0.589977511	0.924	0.049	7.53E-240	3	Agbl1
Gm8369	2.15E-242	1.658834549	0.962	0.051	4.30E-239	3	Gm8369
Cd79a	1.23E-241	3.162444479	1	0.054	2.47E-238	3	Cd79a
Il2ra	7.96E-236	0.264021058	0.918	0.05	1.59E-232	3	Il2ra
Il12a	1.77E-235	0.708568907	0.924	0.049	3.55E-232	3	Il12a
Ms4a1	2.43E-221	2.543655103	0.943	0.049	4.86E-218	3	Ms4a1
Iglv1	1.29E-216	3.990105899	0.905	0.049	2.59E-213	3	Iglv1
Fcrla	5.64E-202	2.13193623	0.924	0.041	1.13E-198	3	Fcrla
Iglv3	1.97E-193	2.314558754	0.886	0.05	3.93E-190	3	Iglv3
Cd19	1.34E-188	1.534991844	0.911	0.036	2.68E-185	3	Cd19
Mzb1	4.53E-180	1.766188279	0.905	0.045	9.07E-177	3	Mzb1
Ebf1	1.29E-177	2.709054351	1	0.095	2.57E-174	3	Ebf1
Iglc3	1.58E-169	2.102525144	0.899	0.045	3.16E-166	3	Iglc3
Ikzf3	1.25E-164	1.977408738	0.918	0.059	2.50E-161	3	Ikzf3
Cyfip2	7.64E-149	0.980830723	0.943	0.113	1.53E-145	3	Cyfip2
Pax5	5.27E-140	0.822302293	0.816	0.033	1.05E-136	3	Pax5
Igkv1-110	1.57E-128	2.231215995	0.778	0.024	3.15E-125	3	Igkv1-110
Myl4	3.09E-124	0.701118719	0.924	0.178	6.18E-121	3	Myl4
Iglc1	2.81E-123	2.042363551	0.823	0.039	5.63E-120	3	Iglc1
Igkv1-117	7.11E-121	1.982871306	0.797	0.049	1.42E-117	3	Igkv1-117
Ptprcap	8.67E-118	2.094853209	0.968	0.13	1.73E-114	3	Ptprcap
Fam189b	4.34E-112	0.259098429	0.911	0.131	8.67E-109	3	Fam189b
Igkv8-24	3.20E-107	1.561755672	0.753	0.037	6.40E-104	3	Igkv8-24
Ighv1-26	2.33E-104	1.294706797	0.766	0.043	4.65E-101	3	Ighv1-26
Cpm	1.57E-101	0.629883489	0.835	0.081	3.15E-98	3	Cpm
Cd79b	3.85E-101	3.185083049	1	0.498	7.69E-98	3	Cd79b
Cd24a	1.24E-99	2.048302372	0.956	0.213	2.47E-96	3	Cd24a
Igkc	3.13E-96	1.600900825	0.778	0.038	6.27E-93	3	Igkc
Chchd10	2.31E-93	1.834682177	0.994	0.361	4.63E-90	3	Chchd10
Slamf7	1.84E-92	0.896609462	0.937	0.27	3.68E-89	3	Slamf7
Gramd3	2.42E-92	0.65637536	0.918	0.302	4.84E-89	3	Gramd3
Mndal	2.50E-92	0.305712602	0.892	0.151	4.99E-89	3	Mndal
Atp1b1	1.24E-90	1.449384618	0.924	0.212	2.48E-87	3	Atp1b1
Mreg	1.44E-90	0.288740823	0.899	0.258	2.88E-87	3	Mreg
Mgst1	1.11E-86	0.605674971	0.93	0.287	2.23E-83	3	Mgst1
Mdm1	1.30E-86	1.000124797	0.943	0.271	2.59E-83	3	Mdm1
Foxp1	1.43E-85	1.921180062	0.987	0.42	2.86E-82	3	Foxp1
Cecr2	3.11E-85	0.719514539	0.867	0.201	6.21E-82	3	Cecr2
Cd2	4.41E-84	1.413039144	0.785	0.074	8.82E-81	3	Cd2
Spib	6.08E-84	1.051780631	0.747	0.042	1.22E-80	3	Spib
Ptma	9.43E-83	1.303980734	1	0.961	1.89E-79	3	Ptma
Rabgap1l	3.47E-81	1.368496641	0.911	0.231	6.94E-78	3	Rabgap1l
Uchl1	3.73E-81	0.536252344	0.911	0.296	7.46E-78	3	Uchl1
Napsa	4.84E-80	1.413430859	0.88	0.201	9.68E-77	3	Napsa
1-Sep	8.57E-79	1.662973448	0.937	0.349	1.71E-75	3	1-Sep
Ighd	8.63E-77	0.761274559	0.918	0.35	1.73E-73	3	Ighd
Plac8	1.15E-76	1.485446496	0.93	0.236	2.30E-73	3	Plac8
Ighm	1.46E-76	1.798072628	0.981	0.634	2.93E-73	3	Ighm
Slc1a5	5.35E-76	0.624817245	0.93	0.267	1.07E-72	3	Slc1a5
Tmsb101	1.11E-75	1.649020695	1	0.751	2.22E-72	3	Tmsb10
Ifi209	2.13E-75	1.271211534	0.956	0.426	4.25E-72	3	Ifi209
Fcmr	2.76E-75	1.447274544	0.741	0.031	5.52E-72	3	Fcmr
Hmgb3	1.34E-72	0.330648933	0.867	0.199	2.68E-69	3	Hmgb3
Fam129c	2.27E-71	1.463631608	0.867	0.252	4.55E-68	3	Fam129c
Blk	1.72E-70	1.230786393	0.741	0.042	3.44E-67	3	Blk
Cd74	3.42E-70	1.783925426	0.987	0.74	6.83E-67	3	Cd74
Ccr7	1.77E-69	1.876202869	0.873	0.222	3.53E-66	3	Ccr7
Pou2af1	5.80E-68	0.984931714	0.715	0.025	1.16E-64	3	Pou2af1
Kcnq1ot1	8.36E-68	0.465097497	0.937	0.313	1.67E-64	3	Kcnq1ot1
Lsp1	8.69E-67	1.394527891	0.987	0.73	1.74E-63	3	Lsp1
Gimap9	9.06E-67	0.887064513	0.854	0.219	1.81E-63	3	Gimap9
Il7r	2.44E-66	0.316112544	0.911	0.299	4.88E-63	3	Il7r
Ablim1	4.78E-65	1.242043553	0.892	0.277	9.56E-62	3	Ablim1
Plp2	4.87E-65	0.909982843	0.88	0.277	9.75E-62	3	Plp2
Zfp296	1.20E-64	0.857481866	0.797	0.093	2.40E-61	3	Zfp296
Sec63	2.77E-64	0.739156063	0.93	0.366	5.54E-61	3	Sec63
Ccnd2	3.45E-62	0.552154733	0.873	0.182	6.89E-59	3	Ccnd2
Adm1	3.49E-61	0.345393873	0.911	0.383	6.98E-58	3	Adm
Tmem108	1.82E-60	0.332431433	0.734	0.065	3.64E-57	3	Tmem108
Bhlhe40	2.06E-60	0.40132667	0.886	0.344	4.12E-57	3	Bhlhe40
Cd55	1.48E-59	1.052270971	0.759	0.077	2.97E-56	3	Cd55
Xrcc6	2.28E-58	0.735327881	0.886	0.288	4.55E-55	3	Xrcc6
Cplx2	1.23E-57	0.56404254	0.81	0.165	2.46E-54	3	Cplx2
Cdc42ep3	9.42E-57	0.635069896	0.924	0.424	1.88E-53	3	Cdc42ep3
Sox4	1.50E-56	0.759788897	0.937	0.414	3.01E-53	3	Sox4
Terf2ip	6.93E-56	0.3052396	0.911	0.361	1.39E-52	3	Terf2ip
Cytip	1.88E-55	1.17129585	0.911	0.387	3.76E-52	3	Cytip
Gm30211	1.72E-54	2.274654722	0.69	0.022	3.45E-51	3	Gm30211
Itga4	5.39E-54	0.409516941	0.867	0.278	1.08E-50	3	Itga4
Stat2	1.30E-52	0.279301493	0.911	0.428	2.59E-49	3	Stat2
Socs1	4.02E-52	0.336636712	0.911	0.389	8.04E-49	3	Socs1
Csrp2	4.20E-52	0.833719726	0.861	0.348	8.40E-49	3	Csrp2
Trim25	1.56E-51	0.539282311	0.924	0.407	3.12E-48	3	Trim25
Pafah1b31	4.39E-51	1.231397244	0.93	0.51	8.77E-48	3	Pafah1b3
Ankrd12	1.59E-50	1.091730072	0.956	0.435	3.18E-47	3	Ankrd12
Dnajc7	7.65E-49	1.569346366	0.956	0.632	1.53E-45	3	Dnajc7
Tnfrsf13c	1.73E-47	1.357092794	0.759	0.19	3.45E-44	3	Tnfrsf13c
Crip1	3.54E-46	1.083853207	0.924	0.442	7.08E-43	3	Crip1
Pim2	6.81E-46	0.826538791	0.937	0.464	1.36E-42	3	Pim2
Serpinb6a	4.85E-45	0.417184645	0.924	0.416	9.70E-42	3	Serpinb6a
Mcm3	1.73E-44	0.258941141	0.924	0.381	3.46E-41	3	Mcm3
Sp100	7.91E-43	1.101357942	0.861	0.381	1.58E-39	3	Sp100
Gimap1	7.24E-42	1.209668196	0.797	0.303	1.45E-38	3	Gimap1
Ltb	5.25E-41	1.509838553	0.791	0.287	1.05E-37	3	Ltb
Dusp21	2.23E-40	1.125663867	0.968	0.656	4.46E-37	3	Dusp2
Gpatch4	1.79E-39	0.339975721	0.772	0.209	3.58E-36	3	Gpatch4
Tubb2b	7.27E-39	0.66573549	0.937	0.433	1.45E-35	3	Tubb2b
Gpr171	1.70E-38	0.81084126	0.658	0.047	3.41E-35	3	Gpr171
Gimap6	5.29E-37	1.010964956	0.854	0.429	1.06E-33	3	Gimap6
Cenpa	1.49E-36	0.581577779	0.842	0.341	2.99E-33	3	Cenpa
B3gnt5	9.28E-36	0.779998613	0.652	0.05	1.86E-32	3	B3gnt5
Cks2	1.67E-34	0.570737076	0.937	0.433	3.34E-31	3	Cks2
Xaf1	6.35E-34	0.370621965	0.93	0.505	1.27E-30	3	Xaf1
1810032O08Rik	5.56E-33	0.38388418	0.911	0.476	1.11E-29	3	1810032O08Rik
H2afv	5.76E-33	0.84214303	0.975	0.608	1.15E-29	3	H2afv
Arl5c	8.56E-33	0.89406659	0.975	0.571	1.71E-29	3	Arl5c
Ifi27l2a	2.38E-32	0.609668215	0.975	0.5	4.76E-29	3	Ifi27l2a
Stk17b	6.56E-32	1.157007104	0.823	0.499	1.31E-28	3	Stk17b
Siglecg	3.14E-31	1.172819876	0.741	0.277	6.28E-28	3	Siglecg
Snhg20	1.30E-30	0.294644656	0.81	0.384	2.59E-27	3	Snhg20
H2afx	2.74E-29	0.381482099	0.924	0.495	5.48E-26	3	H2afx
Hmgb1	4.55E-29	0.632764466	0.975	0.887	9.10E-26	3	Hmgb1
Cd38	7.06E-29	0.502096671	0.703	0.16	1.41E-25	3	Cd38
Cnn3	8.19E-29	0.868221321	0.759	0.326	1.64E-25	3	Cnn3
Calm1	1.62E-27	0.574921856	1	0.953	3.23E-24	3	Calm1
Ifi203	1.71E-27	0.433944568	0.715	0.131	3.42E-24	3	Ifi203
Tpst1	3.35E-27	0.34694582	0.823	0.423	6.69E-24	3	Tpst1
Cd69	1.15E-26	0.941347454	0.759	0.306	2.31E-23	3	Cd69
H2-Oa	3.07E-26	0.569242426	0.816	0.344	6.15E-23	3	H2-Oa
Il2rg	3.38E-26	0.704389131	0.816	0.428	6.76E-23	3	Il2rg
Adgre5	4.53E-26	0.53983174	0.728	0.23	9.07E-23	3	Adgre5
Bcl31	8.12E-26	0.714911065	0.949	0.551	1.62E-22	3	Bcl3
Herpud11	1.47E-25	0.835170582	0.994	0.755	2.95E-22	3	Herpud1
Polr2g	1.51E-25	0.742311371	0.943	0.554	3.02E-22	3	Polr2g
Sell	2.63E-25	0.301048464	0.304	0.074	5.26E-22	3	Sell
Rab30	8.60E-25	0.337623726	0.253	0.062	1.72E-21	3	Rab30
Cd721	3.00E-24	0.761665178	0.956	0.723	6.00E-21	3	Cd72
Mirt1	6.95E-24	0.53955981	0.696	0.235	1.39E-20	3	Mirt1
S1pr4	1.09E-22	0.681663214	0.715	0.321	2.18E-19	3	S1pr4
Sp140	2.86E-22	0.793306634	0.854	0.48	5.71E-19	3	Sp140
Iglc2	4.04E-22	1.948307088	0.62	0.046	8.09E-19	3	Iglc2
Cfp	8.80E-21	0.55958847	0.69	0.186	1.76E-17	3	Cfp
Tubb4b	2.56E-20	0.584969835	0.956	0.664	5.13E-17	3	Tubb4b
Mcm7	2.61E-19	0.30313032	0.722	0.356	5.23E-16	3	Mcm7
Eif2s3y	4.02E-19	0.312458511	0.943	0.593	8.04E-16	3	Eif2s3y
S100a11	3.51E-18	0.270410825	0.728	0.329	7.01E-15	3	S100a11
Ccnd3	5.69E-18	0.607790875	0.804	0.499	1.14E-14	3	Ccnd3
Ehd1	5.69E-18	0.585909084	0.816	0.477	1.14E-14	3	Ehd1
Pim11	3.88E-17	0.523812957	0.962	0.645	7.76E-14	3	Pim1
Hsp90aa11	4.56E-17	0.792118512	0.981	0.858	9.12E-14	3	Hsp90aa1
Irf11	4.67E-17	0.548871111	0.892	0.535	9.33E-14	3	Irf1
Polr2a	7.20E-17	0.56284229	0.848	0.527	1.44E-13	3	Polr2a
Samhd1	1.05E-16	0.798424004	0.759	0.488	2.10E-13	3	Samhd1
Ezr	1.25E-16	0.818610937	0.734	0.414	2.51E-13	3	Ezr
H2-DMb2	3.27E-16	0.969786128	0.696	0.374	6.55E-13	3	H2-DMb2
Sdc41	5.00E-16	0.534892998	0.854	0.6	1.00E-12	3	Sdc4
Tifa	9.76E-15	0.648372548	0.943	0.611	1.95E-11	3	Tifa
Igkv6-17	1.45E-14	1.095240188	0.348	0.032	2.89E-11	3	Igkv6-17
AI467606	2.26E-14	0.561075048	0.791	0.487	4.53E-11	3	AI467606
Rhof	1.19E-13	0.334322988	0.304	0.257	2.37E-10	3	Rhof
Txnip	1.19E-13	0.56385978	0.867	0.595	2.37E-10	3	Txnip
Rnase6	1.93E-13	1.029196219	0.652	0.371	3.87E-10	3	Rnase6
Brd2	2.27E-13	0.472945628	0.943	0.601	4.54E-10	3	Brd2
Gpcpd1	2.40E-13	0.729052651	0.747	0.466	4.80E-10	3	Gpcpd1
H2-Aa	4.24E-13	0.989944136	0.652	0.165	8.48E-10	3	H2-Aa
St8sia4	4.75E-13	0.392289524	0.684	0.359	9.50E-10	3	St8sia4
Cxcr5	1.32E-12	0.320068591	0.557	0.03	2.63E-09	3	Cxcr5
Peli1	1.52E-12	0.356659487	0.943	0.585	3.04E-09	3	Peli1
Tsc22d31	5.65E-12	0.45033403	0.892	0.673	1.13E-08	3	Tsc22d3
Gm15987	6.82E-12	0.412990742	0.576	0.062	1.36E-08	3	Gm15987
Smc4	9.90E-12	0.26492914	0.31	0.321	1.98E-08	3	Smc4
Reln	1.04E-11	0.259517401	0.576	0.098	2.07E-08	3	Reln
Ets1	2.64E-11	0.939403742	0.658	0.41	5.29E-08	3	Ets1
Slfn21	2.94E-11	0.524226988	0.975	0.718	5.88E-08	3	Slfn2
Scd1	1.23E-10	0.533607291	0.361	0.056	2.47E-07	3	Scd1
Rasgrp2	2.07E-10	0.954278906	0.627	0.284	4.14E-07	3	Rasgrp2
Irf4	3.97E-10	0.551258436	0.323	0.196	7.93E-07	3	Irf4
Hes11	4.06E-10	0.36089811	0.696	0.371	8.12E-07	3	Hes1
Tbc1d10c	8.60E-10	0.77213994	0.614	0.252	1.72E-06	3	Tbc1d10c
Igkv17-127	2.49E-09	1.557754742	0.538	0.034	4.98E-06	3	Igkv17-127
Dnaja1	4.34E-09	0.298281432	0.88	0.776	8.69E-06	3	Dnaja1
Serpinb1a	5.49E-09	0.948602322	0.57	0.085	1.10E-05	3	Serpinb1a
Wfdc21	1.72E-08	0.565749114	0.373	0.035	3.44E-05	3	Wfdc21
Cyp4f18	2.07E-08	0.486189649	0.734	0.464	4.14E-05	3	Cyp4f18
Ddit3	3.69E-08	0.395844383	0.892	0.629	7.38E-05	3	Ddit3
Nfkbie	3.95E-08	0.270696636	0.741	0.433	7.89E-05	3	Nfkbie
Il4i1	9.15E-08	0.619065534	0.329	0.279	0.000182948	3	Il4i1
Txndc5	1.14E-07	0.9777887	0.614	0.362	0.000227014	3	Txndc5
Lrmp	1.02E-06	0.780791801	0.608	0.349	0.002039526	3	Lrmp
Snx2	2.42E-06	0.416018081	0.728	0.643	0.0048436	3	Snx2
Rasd1	2.51E-06	0.612893818	0.57	0.158	0.00501109	3	Rasd1
Cdk2ap2	3.07E-06	0.352496665	0.741	0.581	0.006147149	3	Cdk2ap2
S100a10	5.09E-06	0.364568897	0.627	0.33	0.010172946	3	S100a10
Hmgb2	2.30E-05	0.43294918	0.873	0.663	0.045968974	3	Hmgb2
Hspe11	3.19E-05	0.360780861	0.861	0.831	0.063705383	3	Hspe1
Cnn2	6.39E-05	0.457419767	0.646	0.545	0.127774735	3	Cnn2
Ighv5-17	0.000158793	0.675120358	0.405	0.024	0.317586508	3	Ighv5-17
Grap	0.000309352	0.779409528	0.576	0.372	0.618704091	3	Grap
4930523C07Rik	0.000802477	0.875305972	0.551	0.235	1	3	4930523C07Rik
Fcer2a	0.000807244	0.402894491	0.5	0.024	1	3	Fcer2a
Arhgap45	0.000843045	0.450708877	0.665	0.599	1	3	Arhgap45
Lynx1	0.001108112	0.856724452	0.506	0.012	1	3	Lynx1
Tmem123	0.001460816	0.327131415	0.399	0.338	1	3	Tmem123
Acp5	0.002346196	0.755258541	0.551	0.275	1	3	Acp5
Card11	0.003354307	0.337971873	0.544	0.291	1	3	Card11
Blvrb	0.004351153	0.333747971	0.747	0.627	1	3	Blvrb
Akap17b	0.005190431	0.358958723	0.399	0.285	1	3	Akap17b
H2-Eb1	0.005410811	0.786253669	0.557	0.221	1	3	H2-Eb1
Bcl2a1b1	2.49E-58	1.189837728	0.993	0.832	4.99E-55	4	Bcl2a1b
Il1a1	4.18E-56	1.243030027	0.986	0.643	8.36E-53	4	Il1a
Tnf	3.64E-52	1.237622171	0.972	0.628	7.28E-49	4	Tnf
Bcl2a1d	6.95E-52	1.194348691	0.917	0.509	1.39E-48	4	Bcl2a1d
Cd832	3.03E-50	0.960078078	0.993	0.792	6.05E-47	4	Cd83
Gpr841	1.14E-47	1.25832159	0.972	0.783	2.28E-44	4	Gpr84
Ccrl21	1.49E-46	1.116178125	0.986	0.631	2.99E-43	4	Ccrl2
Tnfaip31	8.64E-45	0.952847621	0.945	0.538	1.73E-41	4	Tnfaip3
Nlrp31	7.19E-44	0.954375627	0.924	0.603	1.44E-40	4	Nlrp3
Nfkbiz1	5.14E-42	0.841493522	0.993	0.717	1.03E-38	4	Nfkbiz
Il1b1	1.60E-41	1.277345286	0.945	0.682	3.19E-38	4	Il1b
Ccl42	3.59E-40	1.015306138	0.993	0.763	7.18E-37	4	Ccl4
Kdm6b1	3.95E-39	0.867605753	0.938	0.586	7.91E-36	4	Kdm6b
Nfkbia1	2.76E-38	0.730007756	1	0.823	5.51E-35	4	Nfkbia
Gadd45b	9.53E-38	0.513187663	0.952	0.682	1.91E-34	4	Gadd45b
Ccl31	4.24E-37	0.960710656	0.979	0.761	8.48E-34	4	Ccl3
Ifrd11	1.50E-35	0.804547998	1	0.779	3.00E-32	4	Ifrd1
Icam12	4.15E-32	0.796898258	0.938	0.607	8.31E-29	4	Icam1
Trib11	4.26E-32	0.647528004	0.924	0.58	8.51E-29	4	Trib1
Maff	1.88E-31	0.554107585	0.779	0.368	3.77E-28	4	Maff
Arl5c1	2.52E-30	0.835410957	0.89	0.58	5.03E-27	4	Arl5c
Dusp22	4.29E-30	0.856751102	0.924	0.662	8.59E-27	4	Dusp2
Plaur1	4.79E-27	0.668416579	0.89	0.502	9.58E-24	4	Plaur
Cd141	5.66E-27	0.711951626	0.972	0.821	1.13E-23	4	Cd14
Sparc2	1.23E-26	0.59894041	1	0.857	2.45E-23	4	Sparc
Plek1	1.34E-26	0.626494705	0.979	0.804	2.68E-23	4	Plek
Dusp11	1.70E-26	0.486723032	0.993	0.796	3.39E-23	4	Dusp1
Nfkbid1	7.20E-26	0.573820968	0.952	0.649	1.44E-22	4	Nfkbid
Nr4a11	4.88E-25	0.645385424	0.855	0.493	9.77E-22	4	Nr4a1
C1qb2	5.20E-25	0.465508773	1	0.883	1.04E-21	4	C1qb
Mcl11	6.99E-25	0.536316105	0.979	0.689	1.40E-21	4	Mcl1
Ctss2	7.45E-25	0.507094425	1	0.955	1.49E-21	4	Ctss
Csf1r2	3.79E-24	0.556309522	1	0.818	7.58E-21	4	Csf1r
Ctsl2	4.91E-24	0.563094872	1	0.872	9.82E-21	4	Ctsl
Clic41	7.93E-24	0.510722116	0.931	0.678	1.59E-20	4	Clic4
Itgam2	8.39E-24	0.729412358	0.883	0.667	1.68E-20	4	Itgam
Apoe2	2.19E-23	0.549810714	1	0.9	4.38E-20	4	Apoe
Tgif11	3.13E-23	0.513987828	0.979	0.753	6.26E-20	4	Tgif1
Socs3	1.66E-22	0.644984835	0.772	0.562	3.33E-19	4	Socs3
Pde4b	5.40E-22	0.605485029	0.876	0.645	1.08E-18	4	Pde4b
Cst32	6.26E-22	0.479566446	1	0.953	1.25E-18	4	Cst3
Bcl2a1a	6.40E-22	1.075636766	0.69	0.401	1.28E-18	4	Bcl2a1a
Junb2	6.95E-22	0.563610733	1	0.871	1.39E-18	4	Junb
Ctsa1	2.02E-21	0.434054889	0.993	0.876	4.05E-18	4	Ctsa
Selenop2	2.86E-21	0.519759686	1	0.918	5.72E-18	4	Selenop
Ppp1r15a2	4.16E-21	0.513938646	0.959	0.771	8.33E-18	4	Ppp1r15a
C3ar11	8.26E-21	0.483562849	0.993	0.866	1.65E-17	4	C3ar1
Cx3cr12	9.04E-21	0.489425072	0.993	0.686	1.81E-17	4	Cx3cr1
Egr11	1.12E-20	0.470844924	0.959	0.641	2.23E-17	4	Egr1
Id22	1.46E-20	0.463092608	0.917	0.645	2.92E-17	4	Id2
Cxcl101	2.39E-20	0.874330102	0.745	0.509	4.79E-17	4	Cxcl10
C1qc2	4.62E-20	0.456377976	1	0.936	9.25E-17	4	C1qc
Grn2	2.55E-19	0.451425831	1	0.913	5.09E-16	4	Grn
Itgb52	3.42E-19	0.366313374	0.855	0.543	6.84E-16	4	Itgb5
Fos1	4.00E-19	0.308422537	0.986	0.714	8.01E-16	4	Fos
Gm462241	9.39E-19	0.612706379	0.766	0.533	1.88E-15	4	Gm46224
Csrnp1	1.04E-18	0.364766773	0.697	0.417	2.08E-15	4	Csrnp1
Il1rn	1.07E-18	0.520566415	0.614	0.359	2.14E-15	4	Il1rn
Ier32	1.39E-18	0.345933547	0.966	0.826	2.77E-15	4	Ier3
Dennd4a1	1.48E-18	0.480771289	0.903	0.589	2.96E-15	4	Dennd4a
Tgfbr11	2.03E-18	0.46804026	0.945	0.718	4.06E-15	4	Tgfbr1
Nav32	4.39E-18	0.413307073	0.821	0.58	8.79E-15	4	Nav3
Mpeg11	5.33E-18	0.458185422	0.917	0.629	1.07E-14	4	Mpeg1
Srgn	6.10E-18	0.36942627	0.986	0.873	1.22E-14	4	Srgn
Rab201	1.64E-17	0.393304101	0.903	0.692	3.28E-14	4	Rab20
C5ar11	1.95E-17	0.388338559	0.979	0.796	3.90E-14	4	C5ar1
C1qa2	2.53E-17	0.424278898	1	0.928	5.07E-14	4	C1qa
Ccl2	6.55E-17	0.93536254	0.834	0.672	1.31E-13	4	Ccl2
Zfp361	6.72E-17	0.467110262	0.993	0.85	1.34E-13	4	Zfp36
Rasgef1b	9.77E-17	0.50300268	0.786	0.537	1.95E-13	4	Rasgef1b
Slco2b11	1.41E-16	0.420926057	0.814	0.604	2.81E-13	4	Slco2b1
Rel1	1.48E-16	0.350290332	0.952	0.714	2.97E-13	4	Rel
Cebpb1	2.52E-16	0.332749326	0.986	0.809	5.03E-13	4	Cebpb
Itm2b2	2.63E-16	0.356181056	1	0.979	5.27E-13	4	Itm2b
Sdc42	2.70E-16	0.569321922	0.862	0.602	5.41E-13	4	Sdc4
Cryba4	3.58E-16	0.380067267	0.786	0.503	7.15E-13	4	Cryba4
Nfkbib	6.11E-16	0.341733857	0.855	0.565	1.22E-12	4	Nfkbib
